,abv,brewery_location,brewery_name,ibu,id,name,size,style,ibu_clean,abv_clean,state,r8_beer_name,r8_beer_style,r8_beer_parent_style,r8_beer_overall_score,r8_beer_avg_rating
1522,7.5%,"Tampa, FL",Cigar City Brewing Company,70.0,1141.0,Jai Alai IPA Aged on White Oak,12 oz.,American IPA,70.0,7.5,FL,N/A,N/A,N/A,,
1523,8.0%,"Tampa, FL",Cigar City Brewing Company,65.0,1140.0,José Martí American Porter,12 oz.,American Porter,65.0,8.0,FL,N/A,N/A,N/A,,
1524,5.0%,"Tampa, FL",Cigar City Brewing Company,,1139.0,Invasion Pale Ale,12 oz.,American Pale Ale (APA),44.9411764706,5.0,FL,Indeed Shenanigans Summer Ale,Wheat Ale,Wheat Beer,42.263063290737335,3.089837074279785
1525,5.5%,"Tampa, FL",Cigar City Brewing Company,25.0,1138.0,Maduro Brown Ale,12 oz.,English Brown Ale,25.0,5.5,FL,NOLA Mecha Hopzilla (Bourbon Barrel Aged),Imperial IPA,Anglo-American Ales,,2.92507004737854
1526,5.2%,"Kent, WA",Airways Brewing Company,33.0,1137.0,Pre Flight Pilsner,16 oz.,American Pilsner,33.0,5.2,WA,Magic Hat Elder Betty,Wheat Ale,Wheat Beer,33.2905271738904,2.968561887741089
1527,9.8%,"Grand Rapids, MI",Brewery Vivant,,1136.0,Tart Side of the Moon,16 oz.,Belgian Dark Ale,29.6666666667,9.8,MI,N/A,N/A,N/A,,
1528,6.5%,"Utica, NY",Matt Brewing Company,60.0,1135.0,Our Legacy IPA,16 oz.,American IPA,60.0,6.5,NY,Alchemist Heady Topper,Imperial IPA,Anglo-American Ales,99.94712360661077,4.238832950592041
1529,5.7%,"Chicago, IL",Half Acre Beer Company,,1134.0,Pony Pilsner,16 oz.,German Pilsener,34.1764705882,5.7,IL,N/A,N/A,N/A,,
1530,6.8%,"Chicago, IL",Revolution Brewing Company,,1133.0,A Little Crazy,12 oz.,Belgian Pale Ale,23.875,6.8,IL,GoodLife Descender IPA,India Pale Ale (IPA),Anglo-American Ales,96.25064298414945,3.694506883621216
1531,7.0%,"Bloomfield, CT",Back East Brewing Company,,1132.0,Misty Mountain IPA,12 oz.,American IPA,67.634551495,7.0,CT,N/A,N/A,N/A,,
1532,5.0%,"Bloomfield, CT",Back East Brewing Company,,1131.0,Back East Ale,12 oz.,American Amber / Red Ale,36.2987012987,5.0,CT,N/A,N/A,N/A,,
1533,5.1%,"Portland, OR",Occidental Brewing Company,,1130.0,Occidental Dunkel,16 oz.,Dunkelweizen,16.0,5.1,OR,N/A,N/A,N/A,,
1534,5.0%,"Portland, OR",Occidental Brewing Company,,1129.0,Occidental Altbier,16 oz.,Altbier,34.125,5.0,OR,Crooked Fence 3 Picket Porter,Porter,Stouts and Porters,82.89763141996846,3.4473989009857178
1535,7.1%,"Indianapolis, IN",Sun King Brewing Company,27.0,1128.0,Ring of Dingle,16 oz.,Irish Dry Stout,27.0,7.1,IN,Crooked Fence Rusty Nail Pale Ale,American Pale Ale,Anglo-American Ales,46.07836824639502,3.1246869564056396
1536,5.4%,"Indianapolis, IN",Sun King Brewing Company,23.0,1127.0,Bourbon Barrel Wee Mac,16 oz. Alumi-Tek®,Scottish Ale,23.0,5.4,IN,N/A,N/A,N/A,,
1537,6.9%,"Cincinnati, OH",Madtree Brewing Company,70.0,1126.0,Psychopathy,12 oz.,American IPA,70.0,6.9,OH,N/A,Scottish Ale,Anglo-American Ales,50.29424529901746,3.2094850540161133
1538,7.0%,"Cincinnati, OH",Madtree Brewing Company,32.0,1125.0,Gnarly Brown,12 oz.,American Brown Ale,32.0,7.0,OH,N/A,N/A,N/A,,
1539,6.0%,"Cincinnati, OH",Madtree Brewing Company,30.0,1124.0,Happy Amber,12 oz.,American Amber / Red Ale,30.0,6.0,OH,N/A,N/A,N/A,,
1540,4.9%,"Pottstown, PA",Sly Fox Brewing Company,18.0,1123.0,Helles Golden Lager,12 oz.,Munich Helles Lager,18.0,4.9,PA,N/A,India Pale Ale (IPA),Anglo-American Ales,50.14712357968784,3.208997964859009
1541,5.2%,"Menominie, WI",Lucette Brewing Company,,1122.0,Ride Again Pale Ale,16 oz.,American Pale Ale (APA),44.9411764706,5.2,WI,Rivertowne Hala Kahiki Pineapple Beer,Fruit Beer,"Traditional, Spice, Other",36.961484082368884,3.017388105392456
1542,5.1%,"Warrenville, IL",Two Brothers Brewing Company,36.0,1121.0,Sidekick Extra Pale Ale,12 oz.,American Pale Ale (APA),36.0,5.1,IL,N/A,N/A,N/A,,
1543,5.8%,"Hattiesburg, MS",Southern Prohibition Brewing Com...,40.0,1120.0,Hipster Breakfast,16 oz.,Oatmeal Stout,40.0,5.8,MS,Cisco Grey Lady,Witbier,Wheat Beer,41.84869754626305,3.0844550132751465
1544,5.0%,"Hattiesburg, MS",Southern Prohibition Brewing Com...,20.0,1118.0,Suzy B Dirty Blonde Ale,16 oz.,American Blonde Ale,20.0,5.0,MS,Narragansett Summer Ale,American Pale Ale,Anglo-American Ales,33.19274700951062,2.9463179111480713
1545,5.8%,"Hattiesburg, MS",Southern Prohibition Brewing Com...,60.0,1117.0,Devil's Harvest Extra Pale Ale,16 oz.,American Pale Ale (APA),60.0,5.8,MS,DC Brau Penn Quarter Porter,Porter,Stouts and Porters,95.0187009809829,3.654279947280884
1546,4.5%,"Seattle, WA",Fremont Brewing Company,,1116.0,Fremont Organic Pale Ale,12 oz.,American Pale Ale (APA),44.9411764706,4.5,WA,N/A,N/A,N/A,,
1547,4.6%,"Minneapolis, MN",Indeed Brewing Company,27.0,1115.0,Shenanigans Summer Ale,12 oz.,American Pale Wheat Ale,27.0,4.6,MN,Long Trail Double Bag,Altbier,Anglo-American Ales,85.9982388359264,3.4805610179901123
1548,8.8%,"New Orleans, LA",New Orleans Lager & Ale Brewing ...,,1114.0,MechaHopzilla,16 oz.,American Double / Imperial IPA,93.5394736842,8.8,LA,N/A,N/A,N/A,,
1549,5.5%,"South Burlington, VT",Magic Hat Brewing Company,13.0,1113.0,Elder Betty,12 oz.,Hefeweizen,13.0,5.5,VT,Uinta Cutthroat Pale Ale,American Pale Ale,Anglo-American Ales,47.75631129499095,3.1738030910491943
1550,7.3%,"Brooklyn Center, MN",Surly Brewing Company,69.0,1112.0,Overrated! West Coast Style IPA,16 oz.,American IPA,69.0,7.3,MN,N/A,N/A,N/A,,
1551,8.0%,"Waterbury, VT",The Alchemist,120.0,1111.0,Heady Topper,16 oz.,American Double / Imperial IPA,120.0,8.0,VT,N/A,N/A,N/A,,
1552,6.0%,"Buena Vista, CO",Eddyline Brewery & Restaurant,,1110.0,River Runners Pale Ale,16 oz.,American Pale Ale (APA),44.9411764706,6.0,CO,N/A,N/A,N/A,,
1553,7.0%,"Bend, OR",Good Life Brewing Company,70.0,1109.0,Descender IPA,12 oz.,American IPA,70.0,7.0,OR,Terrapin RecreationAle,Session IPA,Anglo-American Ales,85.72951093000358,3.4798169136047363
1554,6.0%,"Bend, OR",Good Life Brewing Company,18.0,1108.0,Sweet As Pacific Ale,12 oz.,American Pale Wheat Ale,18.0,6.0,OR,N/A,N/A,N/A,,
1555,7.0%,"Jacksonville Beach, FL",Engine 15 Brewing,,1107.0,Nut Sack Imperial Brown Ale,12 oz.,American Brown Ale,30.0256410256,7.0,FL,Milwaukee Brewing Hop Happy IPA,India Pale Ale (IPA),Anglo-American Ales,47.096146581180435,3.1608901023864746
1556,5.0%,"Jacksonville, FL",Green Room Brewing,30.0,1106.0,Pablo Beach Pale Ale,12 oz.,American Pale Ale (APA),30.0,5.0,FL,Jabeerwocky / Hopium Ozzy ESBourne,Premium Bitter/ESB,Anglo-American Ales,,2.934938907623291
1557,5.5%,"Garden City, ID",Crooked Fence Brewing Company,,1105.0,3 Picket Porter,12 oz.,American Porter,32.2368421053,5.5,ID,N/A,N/A,N/A,,
1558,5.6%,"Garden City, ID",Crooked Fence Brewing Company,,1104.0,Rusty Nail Pale Ale,12 oz.,American Pale Ale (APA),44.9411764706,5.6,ID,N/A,N/A,N/A,,
1559,5.3%,"Export, PA",Rivertowne Brewing Company,,1103.0,Babbling Blonde,12 oz.,American Blonde Ale,20.9032258065,5.3,PA,Sockeye Power House Porter,Porter,Stouts and Porters,86.35251116221038,3.4823849201202393
1560,5.1%,"Export, PA",Rivertowne Brewing Company,,1102.0,Maxwell's Scottish Ale,12 oz.,Scottish Ale,34.25,5.1,PA,N/A,N/A,N/A,,
1561,6.1%,"Export, PA",Rivertowne Brewing Company,,1101.0,Grateful White,12 oz.,Witbier,16.44,6.1,PA,SanTan Epicenter Amber Ale,Amber Ale,Anglo-American Ales,37.890533339710665,3.0063130855560303
1562,5.5%,"Export, PA",Rivertowne Brewing Company,,1100.0,RT Lager,12 oz.,American Amber / Red Lager,23.25,5.5,PA,SanTan HefeWeizen,German Hefeweizen,Wheat Beer,56.59243329296733,3.253844976425171
1563,6.2%,"Export, PA",Rivertowne Brewing Company,,1099.0,Old Wylie's IPA,12 oz.,American IPA,67.634551495,6.2,PA,McMenamins Spring Fling Sock Hop IPA,India Pale Ale (IPA),Anglo-American Ales,,0
1564,4.8%,"Export, PA",Rivertowne Brewing Company,,1098.0,Hala Kahiki Pineapple Beer,12 oz.,Fruit / Vegetable Beer,14.2,4.8,PA,N/A,N/A,N/A,,
1565,4.0%,"Salt Lake City, UT",Uinta Brewing Company,32.0,1097.0,Organic Baba Black Lager,12 oz.,Schwarzbier,32.0,4.0,UT,N/A,N/A,N/A,,
1566,,,,,,,,,,,,Karbach Barn Burner Saison,Saison,Belgian-Style Ales,82.59985195650594,3.418294906616211
1567,,,,,,,,,,,,N/A,N/A,N/A,,
1568,4.5%,"Nantucket, MA",Cisco Brewers,,1094.0,Grey Lady,12 oz.,Witbier,16.44,4.5,MA,N/A,N/A,N/A,,
1569,4.2%,"Providence, RI",Narragansett Brewing Company,24.0,1093.0,Narragansett Summer Ale,12 oz.,American Pale Wheat Ale,24.0,4.2,RI,N/A,N/A,N/A,,
1570,5.5%,"Washington, DC",DC Brau Brewing Company,,1092.0,Penn Quarter Porter,12 oz.,American Porter,32.2368421053,5.5,DC,Great River Owney Irish Style Red Ale,Irish Ale,Anglo-American Ales,27.132923877205535,2.806143045425415
1571,5.3%,"Blanco, TX",Real Ale Brewing Company,52.0,1091.0,Hans' Pils (2015),12 oz.,German Pilsener,52.0,5.3,TX,N/A,N/A,N/A,,
1572,7.2%,"Bridgewater Corners, VT",Long Trail Brewing Company,33.0,1090.0,Double Bag,16 oz.,Altbier,33.0,7.2,VT,N/A,N/A,N/A,,
1573,7.3%,"Salt Lake City, UT",Uinta Brewing Company,82.0,1089.0,Hop Notch IPA (2013),12 oz.,American IPA,82.0,7.3,UT,N/A,N/A,N/A,,
1574,4.0%,"Salt Lake City, UT",Uinta Brewing Company,34.0,1088.0,Cutthroat Pale Ale,12 oz.,American Pale Ale (APA),34.0,4.0,UT,N/A,N/A,N/A,,
1575,5.0%,"Knoxville, IA",Peace Tree Brewing Company,,1087.0,Side Kick Kölsch,12 oz.,Kölsch,21.7777777778,5.0,IA,N/A,N/A,N/A,,
1576,6.0%,"Blanco, TX",Real Ale Brewing Company,50.0,1086.0,Four Squared (2015),12 oz.,American Blonde Ale,50.0,6.0,TX,Okoboji 33 Select Brown Ale,Brown Ale,Anglo-American Ales,,2.6264419555664062
1577,5.8%,"Portland, OR",Hopworks Urban Brewery,60.0,1085.0,Rise-Up Red (2014),16 oz.,American Amber / Red Ale,60.0,5.8,OR,N/A,N/A,N/A,,
1578,4.7%,"Athens, GA",Terrapin Brewing Company,42.0,1082.0,RecreationAle,12 oz.,American Pale Ale (APA),42.0,4.7,GA,N/A,N/A,N/A,,
1579,4.5%,"Portland, OR",Occidental Brewing Company,,1081.0,Occidental Kölsch,16 oz.,Kölsch,21.7777777778,4.5,OR,N/A,N/A,N/A,,
1580,7.5%,"Milwaukee, WI",Milwaukee Brewing Company,51.0,1080.0,Hop Happy,16 oz.,American IPA,51.0,7.5,WI,N/A,N/A,N/A,,
1581,7.3%,"Baltimore, MD",The Brewer's Art,,1079.0,Ozzy,12 oz.,Belgian Pale Ale,23.875,7.3,MD,Blue Moon Summer Honey Wheat,Wheat Ale,Wheat Beer,14.959477249640091,2.668642044067383
1582,4.5%,"Saint Louis, MO",Schlafly Brewing Company,30.0,1078.0,Schlafly IPA,12 oz.,American IPA,30.0,4.5,MO,N/A,N/A,N/A,,
1583,5.0%,"Saint Louis, MO",Schlafly Brewing Company,30.0,1077.0,Schlafly American Brown Ale,12 oz.,American Brown Ale,30.0,5.0,MO,N/A,N/A,N/A,,
1584,5.7%,"Boise, ID",Sockeye Brewing Company,,1076.0,Power House Porter,12 oz.,American Porter,32.2368421053,5.7,ID,Sun King Bourbon Barrel Johan (BBJ),Barley Wine,Anglo-American Ales,86.78891342217315,3.381969928741455
1585,6.4%,"Paonia, CO",Revolution Brewing,,1075.0,Stout Ol' Friend (2012),16 oz.,American Stout,43.0,6.4,CO,Two Brothers Outlaw IPA,India Pale Ale (IPA),Anglo-American Ales,65.50768520515312,3.3012309074401855
1586,5.5%,"Chandler, AZ",SanTan Brewing Company,20.0,1073.0,Epicenter Amber Ale,12 oz.,American Amber / Red Ale,20.0,5.5,AZ,Half Moon Bay Mavericks Back In The Saddle Rye Pale Ale,American Pale Ale,Anglo-American Ales,82.59985195650594,3.3886361122131348
1587,5.0%,"Chandler, AZ",SanTan Brewing Company,15.0,1072.0,SanTan HefeWeizen,12 oz.,Hefeweizen,15.0,5.0,AZ,Golden Pilsner (Zimbabwe),Pale Lager,Lagers,7.027811885068017,2.2662100791931152
1588,7.0%,"Chandler, AZ",SanTan Brewing Company,85.0,1071.0,Hop Shock IPA,12 oz.,American IPA,85.0,7.0,AZ,Wynkoop Pumpkin Ale,Spice/Herb/Vegetable,"Traditional, Spice, Other",35.54891289053753,2.979867935180664
1589,4.6%,"Kona, HI",Kona Brewing Company,18.0,1070.0,Longboard Island Lager,12 oz.,American Amber / Red Lager,18.0,4.6,HI,Brewery Vivant Big Red Coq,India Pale Ale (IPA),Anglo-American Ales,91.13980915403856,3.5595710277557373
1590,5.5%,"Lexington, KY",West Sixth Brewing,,1069.0,West Sixth Amber Ale,12 oz.,American Amber / Red Ale,36.2987012987,5.5,KY,N/A,N/A,N/A,,
1591,6.6%,"Houston, TX",Karbach Brewing Company,20.0,1068.0,Barn Burner Saison,12 oz.,Saison / Farmhouse Ale,20.0,6.6,TX,Two Brothers Atom Smasher,N/A,Lagers,49.576832385918046,3.20573091506958
1592,6.7%,"Broomfield, CO",Big Choice Brewing,85.0,1067.0,Disconnected Red,16 oz.,American Amber / Red Ale,85.0,6.7,CO,Two Brothers Testudo,N/A,Belgian-Style Ales,,2.952406883239746
1593,5.5%,"Chicago, IL",Half Acre Beer Company,,1066.0,Akari Shogun American Wheat Ale,16 oz.,American Pale Wheat Ale,20.6885245902,5.5,IL,N/A,N/A,N/A,,
1594,6.5%,"Brevard, NC",Oskar Blues Brewery (North Carol...,65.0,1065.0,Dale's Pale Ale,12 oz.,American Pale Ale (APA),65.0,6.5,NC,E9 Underachiever,Pilsener,Lagers,,2.963347911834717
1595,5.0%,"Davenport, IA",Great River Brewery,30.0,1064.0,Owney Irish Style Red Ale,16 oz.,Irish Red Ale,30.0,5.0,IA,Wachusett Summer Ale,Wheat Ale,Wheat Beer,19.6486975635547,2.6739449501037598
1596,5.0%,"Manhattan, KS",Tallgrass Brewing Company,20.0,1063.0,Vanilla Bean Buffalo Sweat,16 oz.,Oatmeal Stout,20.0,5.0,KS,Bronx Pale Ale,American Pale Ale,Anglo-American Ales,62.03638828617098,3.2805280685424805
1597,5.1%,"San Antonio, TX",Pete's Brewing Company,,1062.0,Pete's ESP Lager (1998),12 oz.,American Pale Lager,25.8823529412,5.1,TX,N/A,N/A,N/A,,
1598,4.7%,"San Antonio, TX",Pete's Brewing Company,,1061.0,Pete's Wicked Summer Brew (1995),12 oz.,American Pale Wheat Ale,20.6885245902,4.7,TX,N/A,N/A,N/A,,
1599,4.9%,"San Antonio, TX",Pete's Brewing Company,,1060.0,Pete's Wicked Bohemian Pilsner (1997),12 oz.,Czech Pilsener,33.8125,4.9,TX,Golden Road Cabrillo Kolsch,N/A,Anglo-American Ales,35.639356780035584,2.9102799892425537
1600,9.5%,"Spirit Lake, IA",Okoboji Brewing Company,19.0,1059.0,The Hole in Hadrian's Wall,16 oz.,Scottish Ale,19.0,9.5,IA,N/A,N/A,N/A,,
1601,6.5%,"Spirit Lake, IA",Okoboji Brewing Company,26.0,1058.0,33 Select Brown Ale,16 oz.,American Brown Ale,26.0,6.5,IA,N/A,N/A,N/A,,
1602,6.0%,"Boulder, CO",Crystal Springs Brewing Company,31.0,1057.0,South Ridge Amber Ale,16 oz.,American Amber / Red Ale,31.0,6.0,CO,Wachusett Country Pale Ale,Golden Ale/Blond Ale,Anglo-American Ales,42.12583301742115,3.076159954071045
1603,,,,,,,,,,,,N/A,N/A,N/A,,
1604,4.7%,"San Antonio, TX",Pete's Brewing Company,,1055.0,Pete's Wicked Summer Brew (2002),12 oz.,American Pale Wheat Ale,20.6885245902,4.7,TX,N/A,N/A,N/A,,
1605,4.7%,"San Antonio, TX",Pete's Brewing Company,,1054.0,Pete's Wicked Summer Brew (1997),12 oz.,American Pale Wheat Ale,20.6885245902,4.7,TX,Tonka Big Island Shandy,Radler/Shandy,Lagers,,2.5724849700927734
1606,4.7%,"San Antonio, TX",Pete's Brewing Company,,1053.0,Pete's Wicked Summer Brew (1996),12 oz.,American Pale Wheat Ale,20.6885245902,4.7,TX,Tonka Preservation IPA,India Pale Ale (IPA),Anglo-American Ales,4.112672967337993,2.1016409397125244
1607,4.7%,"Saint Louis, MO",Morgan Street Brewery,14.0,1052.0,Honey Wheat,12 oz.,American Pale Wheat Ale,14.0,4.7,MO,21st Amendment Fireside Chat,Spice/Herb/Vegetable,"Traditional, Spice, Other",47.8651741516502,3.1738669872283936
1608,4.6%,"Saint Louis, MO",Morgan Street Brewery,24.0,1051.0,Black Bear Dark Lager,12 oz.,Schwarzbier,24.0,4.6,MO,Bonfire Mistress Winter Wheat,Spice/Herb/Vegetable,"Traditional, Spice, Other",41.35492798507943,3.0420830249786377
1609,5.0%,"Seven Points, TX",Cedar Creek Brewery,18.0,1050.0,The Lawn Ranger,16 oz.,Cream Ale,18.0,5.0,TX,N/A,N/A,N/A,,
1610,9.9%,"Indianapolis, IN",Sun King Brewing Company,60.0,1049.0,Bourbon Barrel Johan,16 oz. Alumi-Tek®	,English Barleywine,60.0,9.9,IN,N/A,N/A,N/A,,
1611,6.2%,"Garden City, ID",Payette Brewing Company,65.0,1048.0,Outlaw IPA,12 oz.,American IPA,65.0,6.2,ID,Sixpoint 3Beans,Imperial Porter,Stouts and Porters,96.30781687862039,3.694735050201416
1612,3.7%,"Half Moon Bay, CA",Mavericks Beer Company,53.0,1047.0,Back in the Saddle Rye Pale Ale,12 oz.,American Pale Ale (APA),53.0,3.7,CA,Ballast Point Longfin Lager,Dortmunder/Helles,Lagers,38.7061331799641,3.0365400314331055
1613,5.0%,"Saint Louis, MO",Morgan Street Brewery,35.0,1046.0,Golden Pilsner,12 oz.,German Pilsener,35.0,5.0,MO,N/A,N/A,N/A,,
1614,5.5%,"Denver, CO",Wynkoop Brewing Company,,1045.0,Wynkoop Pumpkin Ale,12 oz.,Pumpkin Ale,24.8181818182,5.5,CO,Tallgrass Ethos IPA,India Pale Ale (IPA),Anglo-American Ales,94.83734404799263,3.6433451175689697
1615,6.0%,"Grand Rapids, MI",Brewery Vivant,,1044.0,Big Red Coq,16 oz.,American Amber / Red Ale,36.2987012987,6.0,MI,N/A,N/A,N/A,,
1616,4.4%,"Garden City, ID",Payette Brewing Company,,1043.0,North Fork Lager,12 oz.,American Pale Lager,25.8823529412,4.4,ID,N/A,N/A,N/A,,
1617,7.7%,"Warrenville, IL",Two Brothers Brewing Company,23.0,1042.0,Atom Smasher,12 oz.,Märzen / Oktoberfest,23.0,7.7,IL,N/A,N/A,N/A,,
1618,4.5%,"Warrenville, IL",Two Brothers Brewing Company,,1041.0,Testudo,12 oz.,Bière de Garde,23.0,4.5,IL,N/A,N/A,N/A,,
1619,6.5%,"Warrenville, IL",Two Brothers Brewing Company,,1040.0,Hobnob B & B Pale Ale,12 oz.,American Pale Ale (APA),44.9411764706,6.5,IL,N/A,N/A,N/A,,
1620,5.0%,"Tacoma, WA",Engine House 9,,1039.0,Underachiever,16 oz.,American Adjunct Lager,11.0,5.0,WA,N/A,N/A,N/A,,
1621,4.7%,"Westminster, MA",Wachusett Brewing Company,,1038.0,Wachusett Summer,12 oz.,American Pale Wheat Ale,20.6885245902,4.7,MA,Southern Star Old Potentate,Old Ale,Anglo-American Ales,48.51267294083013,3.1854310035705566
1622,6.3%,"Bronx, NY",The Bronx Brewery,50.0,1037.0,Bronx Pale Ale,16 oz.,American Pale Ale (APA),50.0,6.3,NY,Tallgrass Pub Ale,Brown Ale,Anglo-American Ales,43.002399788864096,3.08770489692688
1623,9.9%,"San Francisco, CA",21st Amendment Brewery,92.0,1036.0,Lower De Boom,8.4 oz.,American Barleywine,92.0,9.9,CA,Hideout Hickory Red Bacon Ale,Amber Ale,Anglo-American Ales,,3.128067970275879
1624,7.5%,"Denver, CO",Wynkoop Brewing Company,,1035.0,Rocky Mountain Oyster Stout,12 oz.,American Stout,43.0,7.5,CO,N/A,N/A,N/A,,
1625,5.0%,"Los Angeles, CA",Golden Road Brewing,,1034.0,Cabrillo Kölsch,16 oz.,Kölsch,21.7777777778,5.0,CA,N/A,N/A,N/A,,
1626,9.9%,"Grand Rapids, MI",Brewery Vivant,,1033.0,Hubris Quadrupel Anniversary Ale,16 oz.,Quadrupel (Quad),24.0,9.9,MI,N/A,N/A,N/A,,
1627,9.5%,"Grand Rapids, MI",Brewery Vivant,,1031.0,Plow Horse Belgian Style Imperial Stout,16 oz.,American Double / Imperial Stout,62.0,9.5,MI,N/A,N/A,N/A,,
1628,5.1%,"Westminster, MA",Wachusett Brewing Company,17.0,1030.0,Country Pale Ale,12 oz.,English Pale Ale,17.0,5.1,MA,Pittsfield Brew Works Gerry Dog Stout,Sweet Stout,Stouts and Porters,67.13410328975485,3.1843130588531494
1629,4.0%,"Westminster, MA",Wachusett Brewing Company,37.0,1029.0,Wachusett Light IPA (2013),12 oz.,American IPA,37.0,4.0,MA,N/A,N/A,N/A,,
1630,6.0%,"Davenport, IA",Great River Brewery,,1028.0,Aaah Bock Lager,16 oz.,Vienna Lager,24.3571428571,6.0,IA,N/A,N/A,N/A,,
1631,5.0%,"Minnetonka, MN",Tonka Beer Company,,1027.0,Big Island Shandy,16 oz.,Shandy,0.0,5.0,MN,N/A,N/A,N/A,,
1632,6.8%,"Minnetonka, MN",Tonka Beer Company,,1026.0,Preservation IPA,16 oz.,American IPA,67.634551495,6.8,MN,Bonfire Tent Pole Vanilla Porter,Porter,Stouts and Porters,65.23394709368955,3.3080220222473145
1633,,,,,,,,,,,,N/A,N/A,N/A,,
1634,7.9%,"San Francisco, CA",21st Amendment Brewery,45.0,1024.0,Fireside Chat,12 oz.,Winter Warmer,45.0,7.9,CA,N/A,N/A,N/A,,
1635,6.4%,"Eagle, CO",Bonfire Brewing Company,,1023.0,Mistress Winter Wheat,12 oz.,Winter Warmer,24.625,6.4,CO,JosephsBrau Winterfest (WinterBrew),Doppelbock,Lagers,46.478609176548666,3.152111053466797
1636,5.1%,"Estacada, OR",Fearless Brewing Company,,1022.0,Quaff India Style Session Ale,16 oz.,American IPA,67.634551495,5.1,OR,Hopworks Abominable Winter Ale,American Strong Ale,Anglo-American Ales,95.0187009809829,3.653467893600464
1637,7.2%,"Marietta, GA",Red Hare Brewing Company,55.0,1021.0,Watership Brown Ale,12 oz.,American Brown Ale,55.0,7.2,GA,N/A,Smoked,"Traditional, Spice, Other",89.5723001088895,3.5066380500793457
1638,9.9%,"Brooklyn, NY",Sixpoint Craft Ales,85.0,1020.0,3Beans,12 oz.,Baltic Porter,85.0,9.9,NY,N/A,N/A,N/A,,
1639,4.6%,"San Diego, CA",Ballast Point Brewing Company,,1019.0,Longfin Lager,12 oz.,Munich Helles Lager,17.9166666667,4.6,CA,Golden Road Get Up Offa That Brown,Brown Ale,Anglo-American Ales,57.172764519731366,3.25532603263855
1640,7.0%,"San Diego, CA",Ballast Point Brewing Company,70.0,1018.0,Sculpin IPA,12 oz.,American IPA,70.0,7.0,CA,Loose Cannon Abingdon Bridge (Cask),Bitter,Anglo-American Ales,57.027811859359765,3.229995012283325
1641,6.8%,"Manhattan, KS",Tallgrass Brewing Company,110.0,1017.0,Ethos IPA,16 oz.,American IPA,110.0,6.8,KS,N/A,N/A,N/A,,
1642,4.6%,"Redlands, CA",Hangar 24 Craft Brewery,17.0,1016.0,Orange Wheat,12 oz.,Fruit / Vegetable Beer,17.0,4.6,CA,N/A,Imperial Pils/Strong Pale Lager,Lagers,42.80330085413967,3.006619930267334
1643,4.3%,"Redlands, CA",Hangar 24 Craft Brewery,14.0,1015.0,Hangar 24 Helles Lager,12 oz.,Munich Helles Lager,14.0,4.3,CA,N/A,N/A,N/A,,
1644,5.0%,"Buena Vista, CO",Eddyline Brewery & Restaurant,,1014.0,Pumpkin Patch Ale (2012),16 oz.,Pumpkin Ale,24.8181818182,5.0,CO,Big Wood Bark Bite IPA,India Pale Ale (IPA),Anglo-American Ales,63.715625329660085,3.2833669185638428
1645,8.0%,"Durango, CO",Ska Brewing Company,,1013.0,Hibernal Vinifera Stout,12 oz.,Foreign / Export Stout,38.6666666667,8.0,CO,N/A,N/A,N/A,,
1646,5.0%,"Lincoln, NE",Blue Blood Brewing Company,,1012.0,467 Ethan's Stout,12 oz.,American Stout,43.0,5.0,NE,Foolproof Backyahd IPA,India Pale Ale (IPA),Anglo-American Ales,45.258296499390234,3.1314899921417236
1647,8.5%,"Conroe, TX",Southern Star Brewing Company,110.0,1011.0,Red Cockaded Ale (2013),12 oz.,American Double / Imperial IPA,110.0,8.5,TX,N/A,N/A,N/A,,
1648,7.2%,"Conroe, TX",Southern Star Brewing Company,40.0,1010.0,Old Potentate,12 oz.,Old Ale,40.0,7.2,TX,N/A,N/A,N/A,,
1649,4.4%,"Manhattan, KS",Tallgrass Brewing Company,12.0,1009.0,Tallgrass Pub Ale,16 oz.,American Brown Ale,12.0,4.4,KS,N/A,N/A,N/A,,
1650,5.5%,"Macon, GA",Macon Beer Company,,1008.0,Macon History Ale,12 oz.,American Brown Ale,30.0256410256,5.5,GA,Astoria Poop Deck Porter,Porter,Stouts and Porters,79.36715437824539,3.4103939533233643
1651,9.9%,"Denver, CO",Renegade Brewing Company,100.0,1006.0,Elevation Triple India Pale Ale,12 oz.,American Double / Imperial IPA,100.0,9.9,CO,Astoria Old Red Beard Amber Ale,Amber Ale,Anglo-American Ales,49.62976088700742,3.204814910888672
1652,5.0%,"Denver, CO",Renegade Brewing Company,25.0,1005.0,5:00 O'Clock Afternoon Ale,16 oz.,American Blonde Ale,25.0,5.0,CO,N/A,N/A,N/A,,
1653,5.1%,"Austin, TX",Hops & Grain Brewery,,1004.0,The One They Call Zoe,12 oz.,American Pale Lager,25.8823529412,5.1,TX,21st Amendment Marooned on Hog Island,Foreign Stout,Stouts and Porters,95.31781063736233,3.6636550426483154
1654,7.0%,"Sheffield, MA",Big Elm Brewing,,1003.0,Big Elm IPA,12 oz.,American IPA,67.634551495,7.0,MA,N/A,N/A,N/A,,
1655,6.5%,"Sheffield, MA",Big Elm Brewing,,1002.0,Gerry Dog Stout,12 oz.,American Stout,43.0,6.5,MA,Uinta Wyld Extra Pale Ale,American Pale Ale,Anglo-American Ales,48.13607430863482,3.176206111907959
